"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2022-09-05,0,0,0,0,0
"2",2022-09-12,0,0,0,0,0
"3",2022-09-19,0,0,0,0,0
"4",2022-09-26,0,0,0,0,1
