"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2022-05-30,0,3,0,0,0
"2",2022-06-06,0,0,0,0,0
"3",2022-06-13,0,1,0,0,2
"4",2022-06-20,0,0,1,1,1
