"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2021-05-31,0,0,2,0,1
"2",2021-06-07,1,1,0,1,2
"3",2021-06-14,2,3,3,2,3
"4",2021-06-21,1,1,2,2,1
