"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2021-05-31,0,0,0,1,0
"2",2021-06-07,0,0,1,0,0
"3",2021-06-14,1,1,2,3,1
"4",2021-06-21,1,0,0,0,0
