"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2022-01-03,1,0,0,0,0
"2",2022-01-10,2,3,4,3,2
"3",2022-01-17,0,2,2,1,0
"4",2022-01-24,0,1,0,1,0
