"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2021-08-30,0,0,0,0,0
"2",2021-09-06,0,0,0,0,0
"3",2021-09-13,0,0,0,0,1
"4",2021-09-20,1,1,1,1,1
