"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2022-09-05,0,0,0,1,1
"2",2022-09-12,1,0,0,0,0
"3",2022-09-19,1,1,0,0,0
"4",2022-09-26,1,1,1,1,0
