"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2021-08-30,1,0,0,0,1
"2",2021-09-06,0,1,1,1,0
"3",2021-09-13,1,0,0,0,0
"4",2021-09-20,0,0,0,0,0
