"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2021-05-31,0,6,5,4,11
"2",2021-06-07,10,9,7,9,8
"3",2021-06-14,7,6,10,7,8
"4",2021-06-21,12,9,10,7,13
