"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2021-07-05,0,9,5,3,2
"2",2021-07-12,1,5,3,6,8
"3",2021-07-19,4,2,5,5,7
"4",2021-07-26,2,5,4,3,3
