"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2021-05-31,0,2,0,0,1
"2",2021-06-07,1,1,1,0,0
"3",2021-06-14,2,1,3,2,1
"4",2021-06-21,2,2,2,1,1
