"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2022-01-03,2,1,1,0,0
"2",2022-01-10,0,1,1,0,2
"3",2022-01-17,0,1,1,1,2
"4",2022-01-24,2,1,0,0,2
