"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2022-01-31,1,1,1,0,0
"2",2022-02-07,2,1,0,0,0
"3",2022-02-14,2,0,0,0,2
"4",2022-02-21,0,0,0,1,2
