"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2021-07-05,0,3,2,2,2
"2",2021-07-12,3,3,3,4,6
"3",2021-07-19,3,3,4,3,4
"4",2021-07-26,4,5,2,3,2
