"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2022-05-30,0,0,1,1,1
"2",2022-06-06,1,1,1,1,1
"3",2022-06-13,1,1,1,1,1
"4",2022-06-20,0,1,1,1,1
