"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2022-12-05,0,0,0,0,0
"2",2022-12-12,5,5,5,5,5
"3",2022-12-19,3,3,0,0,0
"4",2022-12-26,0,3,3,0,0
