"","week","Monday","Tuesday","Wednesday","Thursday","Friday"
"1",2022-04-04,0,0,0,0,0
"2",2022-04-11,1,1,1,1,1
"3",2022-04-18,1,0,0,0,0
"4",2022-04-25,0,0,1,0,0
